,index,0
1395,impeached,1
1396,cents,1
1397,judge,1
1398,dollar,1
1399,moving,1
1400,tomorrows,1
1401,dream,1
1402,earn,1
1403,latinaequalpayday,1
1404,text,1
