,index,0
663,strike,4
664,medicaid,4
665,guarantee,4
666,passing,4
667,pitching,4
668,recognized,4
669,afterschool,4
670,prisons,4
671,humbled,4
672,behalf,4
673,americas,4
674,yet,4
675,youth,4
676,within,4
677,staggering,4
678,springs,4
679,served,4
680,profit,4
681,think,4
682,works,4
683,chicago,4
684,cultures,4
685,reverse,4
686,south,4
687,corner,4
688,earning,4
689,rep,4
690,longer,4
691,fuel,4
692,nice,4
693,vegasstrong,4
694,picket,4
695,line,4
696,id,4
697,manageable,4
698,joke,4
699,verge,4
700,intend,4
701,quarter,4
702,expand,4
703,didnt,4
704,reminder,4
705,touches,4
706,virginians,4
707,mattersand,4
708,2018,4
709,rudy,4
710,intervention,4
711,2017,4
712,collectively,4
713,middle,4
714,4,4
715,betrayed,4
716,murder,4
717,childcare,4
718,third,4
719,turnout,4
720,officers,4
721,council,4
722,progress,4
723,winning,4
724,baptist,4
725,celebration,4
726,clarita,4
727,nominee,4
728,xi,4
729,client,4
730,applaud,4
731,tragedies,4
732,occupant,4
733,often,4
734,joyful,4
735,delegates,4
736,endorsement,4
737,necessary,4
738,worth,4
739,donate,4
740,came,4
741,ones,4
742,commonplace,4
743,tribe,3
744,nightmare,3
745,tune,3
746,true,3
747,guy,3
748,cummings,3
749,game,3
750,suspended,3
751,destroyed,3
752,born,3
753,provide,3
754,latinx,3
755,inspiration,3
756,friends,3
757,cover,3
758,lied,3
759,committed,3
760,destroy,3
761,trade,3
762,remembering,3
763,40,3
764,started,3
765,use,3
766,shooter,3
767,incite,3
768,expanding,3
769,biggest,3
770,equal,3
771,three,3
772,middleclass,3
773,far,3
774,lies,3
775,homelessness,3
776,immigrant,3
777,unlike,3
778,cents,3
779,telling,3
780,elijah,3
781,investments,3
782,little,3
783,enjoying,3
784,getting,3
785,thanks,3
786,defeat,3
787,value,3
788,partner,3
789,words,3
790,hope,3
791,became,3
792,assemblymember,3
793,treat,3
794,behind,3
795,doubled,3
796,jail,3
797,message,3
798,table,3
799,tree,3
800,billions,3
801,threat,3
802,largest,3
803,understand,3
804,iran,3
805,benefits,3
806,billion,3
807,patriotism,3
808,dictators,3
809,synagogue,3
810,rule,3
811,wants,3
812,ensured,3
813,mom,3
814,founder,3
815,trilliondollar,3
816,enriched,3
817,conditions,3
818,accessible,3
819,culture,3
820,set,3
821,drills,3
822,candidate,3
823,honest,3
824,four,3
825,impeachment,3
826,betrayal,3
827,giving,3
828,active,3
829,major,3
830,greatest,3
831,six,3
832,injustices,3
833,theyd,3
834,ensuring,3
835,sight,3
836,face,3
837,allowed,3
838,cuts,3
839,supreme,3
840,needs,3
841,facebook,3
842,center,3
843,hed,3
844,november,3
845,broadband,3
846,dignity,3
847,plain,3
848,interests,3
849,voters,3
850,available,3
851,pacs,2
852,selffundedand,2
853,550th,2
854,cages,2
855,infrastructure,2
856,betsy,2
857,arizona,2
858,achilles,2
859,prison,2
860,disenfranchised,2
861,inquiry,2
862,virtue,2
863,oppression,2
864,shopping,2
865,americaeconomic,2
866,bravely,2
867,childbirth,2
868,lockdown,2
869,20th,2
870,worst,2
871,holds,2
872,worldmentalhealthday,2
873,criminals,2
874,patriot,2
875,praying,2
876,fed,2
877,attorneys,2
878,reelection,2
879,reprehensible,2
880,save,2
881,frank,2
882,marrying,2
883,samesex,2
884,agreement,2
885,fired,2
886,october,2
887,alexander,2
888,dream,2
889,thousand,2
890,livable,2
891,chickasaw,2
892,building,2
893,1917,2
894,represent,2
895,george,2
896,jose,2
897,degree,2
898,coming,2
899,denied,2
900,theory,2
901,average,2
902,excel,2
903,blatant,2
904,sickened,2
905,situation,2
906,levels,2
907,existed,2
908,horror,2
909,selling,2
910,physical,2
911,dayton,2
912,footage,2
913,firstever,2
914,afrocuban,2
915,whatever,2
916,century,2
917,lawless,2
918,fresno,2
919,gloria,2
920,courageous,2
921,intent,2
922,anniversary,2
